domain;problem;time_without_assistance;minimum_time_can_be_obtained;LTRA;BOTAV2;BOTAV2-psi
teleport-assistance6_domain;teleport-assistance6_problem_0;0.10979652404785156;0.18021035194396973;0.40343332290649414;0.259960412979126;0.2471020221710205
;teleport-assistance6_problem_100;0.07542109489440918;0.22748422622680664;0.42771124839782715;0.6500563621520996;0.8317747116088867
;teleport-assistance6_problem_101;0.07944869995117188;0.2072010040283203;0.23558592796325684;0.572155237197876;0.5370452404022217
;teleport-assistance6_problem_102;0.0825655460357666;0.13343310356140137;0.2090456485748291;0.21310949325561523;0.22351765632629395
;teleport-assistance6_problem_103;0.0788722038269043;0.13358020782470703;0.3897976875305176;0.3963651657104492;0.1965937614440918
;teleport-assistance6_problem_104;0.07351875305175781;0.13805055618286133;0.17950940132141113;0.21318817138671875;0.20987725257873535
;teleport-assistance6_problem_105;0.09108829498291016;0.1215202808380127;0.2864511013031006;0.2030019760131836;0.23235607147216797
;teleport-assistance6_problem_106;0.08951187133789062;0.15652823448181152;0.43732690811157227;0.3661842346191406;0.24040794372558594
;teleport-assistance6_problem_107;0.08061742782592773;0.19561433792114258;0.44370460510253906;0.7607712745666504;0.8772568702697754
;teleport-assistance6_problem_108;0.10073304176330566;0.2951467037200928;0.2987942695617676;0.5922930240631104;0.607837438583374
;teleport-assistance6_problem_109;0.10771512985229492;0.3590381145477295;0.3724343776702881;0.4571855068206787;0.2272169589996338
;teleport-assistance6_problem_10;0.09157705307006836;0.2565300464630127;0.7105941772460938;0.3590385913848877;0.384796142578125
;teleport-assistance6_problem_110;0.08002161979675293;0.1689145565032959;0.43555188179016113;0.48702287673950195;0.46552300453186035
;teleport-assistance6_problem_111;0.08269596099853516;0.13941621780395508;0.5036411285400391;0.26581430435180664;0.28695225715637207
;teleport-assistance6_problem_112;0.09968137741088867;0.14075779914855957;0.22659730911254883;0.26973557472229004;0.2169020175933838
;teleport-assistance6_problem_113;0.10253524780273438;0.15480351448059082;0.4385037422180176;0.2566797733306885;0.22685933113098145
;teleport-assistance6_problem_114;0.09814310073852539;0.19565963745117188;0.4724006652832031;0.2487947940826416;0.2711794376373291
;teleport-assistance6_problem_115;0.09220123291015625;0.148423433303833;0.4628627300262451;0.43795132637023926;0.2798194885253906
;teleport-assistance6_problem_116;0.11083793640136719;0.18167376518249512;0.2722904682159424;0.9301152229309082;0.9504408836364746
;teleport-assistance6_problem_117;0.08658766746520996;0.16029906272888184;0.2961592674255371;0.27346229553222656;0.25127172470092773
;teleport-assistance6_problem_118;0.08770871162414551;0.4045095443725586;1.8296875953674316;1.474158525466919;1.2851893901824951
;teleport-assistance6_problem_119;0.09044265747070312;0.3382551670074463;0.32088351249694824;0.5440819263458252;0.39180684089660645
;teleport-assistance6_problem_11;0.08662080764770508;0.21590590476989746;0.23378539085388184;0.6634399890899658;0.4855353832244873
;teleport-assistance6_problem_120;0.09167766571044922;0.2745950222015381;0.34698057174682617;0.6890854835510254;0.22757625579833984
;teleport-assistance6_problem_121;0.08881235122680664;0.13560104370117188;0.4296133518218994;0.5999200344085693;0.3405463695526123
;teleport-assistance6_problem_122;0.12480783462524414;0.21386075019836426;0.624941349029541;0.8296706676483154;0.34957361221313477
;teleport-assistance6_problem_123;0.13959217071533203;0.2320537567138672;0.4896578788757324;0.36663317680358887;0.39684534072875977
;teleport-assistance6_problem_124;0.13253092765808105;0.21348142623901367;0.35098958015441895;0.7253549098968506;0.2657158374786377
;teleport-assistance6_problem_125;0.08588838577270508;0.16941261291503906;0.22047185897827148;0.24224328994750977;0.22738027572631836
;teleport-assistance6_problem_126;0.08702397346496582;0.14817309379577637;0.41472673416137695;0.4448094367980957;0.21294379234313965
;teleport-assistance6_problem_127;0.09592676162719727;0.44621896743774414;0.43059301376342773;0.6617989540100098;0.7852597236633301
;teleport-assistance6_problem_128;0.08496236801147461;0.1353621482849121;0.21017217636108398;0.2139294147491455;0.21611404418945312
;teleport-assistance6_problem_129;0.09415221214294434;0.12560749053955078;0.2158641815185547;0.21823406219482422;0.21087908744812012
;teleport-assistance6_problem_12;0.08713889122009277;0.15182900428771973;0.42372870445251465;0.45595407485961914;0.20647573471069336
;teleport-assistance6_problem_130;0.09282422065734863;0.14792394638061523;0.2331995964050293;0.2393794059753418;0.25473928451538086
;teleport-assistance6_problem_131;0.07905721664428711;0.12933993339538574;0.4415559768676758;0.5615541934967041;0.22327542304992676
;teleport-assistance6_problem_132;0.0839834213256836;0.12799859046936035;0.4471607208251953;0.680349588394165;0.6102950572967529
;teleport-assistance6_problem_133;0.10973048210144043;0.18335771560668945;0.4773843288421631;0.24970626831054688;0.25092601776123047
;teleport-assistance6_problem_134;0.08267831802368164;0.15105843544006348;0.4306938648223877;0.24135923385620117;0.24379920959472656
;teleport-assistance6_problem_135;0.08043026924133301;0.19991612434387207;0.41264867782592773;0.7422678470611572;0.5941798686981201
;teleport-assistance6_problem_136;0.08662033081054688;0.12658071517944336;0.25821447372436523;0.22308135032653809;0.23410725593566895
;teleport-assistance6_problem_137;0.08348250389099121;0.22156476974487305;0.7087438106536865;1.3992407321929932;1.2768373489379883
;teleport-assistance6_problem_138;0.13152146339416504;0.20585227012634277;0.3628354072570801;0.7113902568817139;0.7534012794494629
;teleport-assistance6_problem_139;0.1304488182067871;0.20743489265441895;0.5782146453857422;0.3163766860961914;0.3222074508666992
;teleport-assistance6_problem_13;0.12624788284301758;0.20947527885437012;0.6419906616210938;0.5157945156097412;0.3502476215362549
;teleport-assistance6_problem_140;0.13430428504943848;0.25557541847229004;0.7082955837249756;0.9473569393157959;0.3496103286743164
;teleport-assistance6_problem_141;0.12896203994750977;0.1969141960144043;0.34537410736083984;0.29979562759399414;0.2616546154022217
;teleport-assistance6_problem_142;0.11163139343261719;0.15588617324829102;0.545259952545166;0.8009610176086426;0.7126107215881348
;teleport-assistance6_problem_143;0.11187410354614258;0.19430303573608398;0.4669768810272217;0.7420437335968018;0.27190661430358887
