domain;problem;cost_without_assistance;minimum_cost_can_be_obtained;LTRA;BOTAV2;BOTAV2-psi
;teleport-assistance6_problem_199;6000.0;5003.0;5003.0;6002.0;6002.0
;teleport-assistance6_problem_19;16000.0;5003.0;9003.0;16002.0;16002.0
;teleport-assistance6_problem_1;9000.0;4003.0;8003.0;9002.0;9002.0
;teleport-assistance6_problem_20;7000.0;2003.0;2003.0;2003.0;2003.0
;teleport-assistance6_problem_21;6000.0;5003.0;5003.0;5003.0;5003.0
;teleport-assistance6_problem_22;6000.0;4003.0;5003.0;5003.0;5003.0
;teleport-assistance6_problem_23;9000.0;6003.0;6003.0;6003.0;6003.0
;teleport-assistance6_problem_24;5000.0;4003.0;4003.0;4003.0;4003.0
;teleport-assistance6_problem_25;4000.0;1003.0;3003.0;4002.0;3003.0
;teleport-assistance6_problem_26;9000.0;4003.0;4003.0;4003.0;4003.0
;teleport-assistance6_problem_27;11000.0;5003.0;7003.0;11001.0;11001.0
;teleport-assistance6_problem_28;9000.0;8003.0;8003.0;8003.0;8003.0
;teleport-assistance6_problem_29;9000.0;7003.0;7003.0;9002.0;9002.0
;teleport-assistance6_problem_2;6000.0;3003.0;3003.0;3003.0;3003.0
;teleport-assistance6_problem_30;9000.0;8003.0;8003.0;9001.0;8003.0
;teleport-assistance6_problem_31;7000.0;3003.0;3003.0;3003.0;3003.0
;teleport-assistance6_problem_32;9000.0;3003.0;7003.0;9002.0;9002.0
;teleport-assistance6_problem_33;9000.0;8003.0;8003.0;9001.0;8003.0
;teleport-assistance6_problem_34;8000.0;2003.0;2003.0;2003.0;2003.0
;teleport-assistance6_problem_35;8000.0;3003.0;6003.0;8002.0;8002.0
;teleport-assistance6_problem_36;6000.0;4003.0;5003.0;5003.0;5003.0
;teleport-assistance6_problem_37;7000.0;4003.0;6003.0;7001.0;7001.0
;teleport-assistance6_problem_38;4000.0;3003.0;3003.0;3003.0;3003.0
;teleport-assistance6_problem_39;8000.0;5003.0;5003.0;8002.0;5003.0
;teleport-assistance6_problem_3;9000.0;4003.0;4003.0;4003.0;4003.0
;teleport-assistance6_problem_40;5000.0;3003.0;4003.0;4003.0;4003.0
;teleport-assistance6_problem_41;7000.0;3003.0;3003.0;3003.0;3003.0
;teleport-assistance6_problem_42;4000.0;3003.0;3003.0;3003.0;3003.0
;teleport-assistance6_problem_43;13000.0;10003.0;10003.0;13002.0;10003.0
;teleport-assistance6_problem_44;5000.0;2003.0;3003.0;3003.0;3003.0
;teleport-assistance6_problem_45;10000.0;5003.0;5003.0;5003.0;5003.0
;teleport-assistance6_problem_46;5000.0;4003.0;4003.0;4003.0;4003.0
;teleport-assistance6_problem_47;11000.0;6003.0;6003.0;6003.0;6003.0
;teleport-assistance6_problem_48;8000.0;5003.0;5003.0;5003.0;5003.0
;teleport-assistance6_problem_49;14000.0;5003.0;8003.0;14002.0;14002.0
;teleport-assistance6_problem_4;13000.0;4003.0;9003.0;13002.0;13002.0
;teleport-assistance6_problem_50;11000.0;4003.0;10003.0;11002.0;11002.0
;teleport-assistance6_problem_51;13000.0;5003.0;11003.0;13002.0;13002.0
;teleport-assistance6_problem_52;10000.0;7003.0;7003.0;7003.0;7003.0
;teleport-assistance6_problem_53;8000.0;5003.0;5003.0;5003.0;5003.0
;teleport-assistance6_problem_54;5000.0;3003.0;3003.0;3003.0;3003.0
;teleport-assistance6_problem_55;8000.0;4003.0;5003.0;8001.0;5003.0
;teleport-assistance6_problem_56;4000.0;2003.0;2003.0;2003.0;2003.0
;teleport-assistance6_problem_57;8000.0;3003.0;3003.0;3003.0;3003.0
;teleport-assistance6_problem_58;9000.0;3003.0;3003.0;3003.0;3003.0
;teleport-assistance6_problem_59;10000.0;3003.0;9003.0;10002.0;10002.0
;teleport-assistance6_problem_5;9000.0;6003.0;6003.0;6003.0;6003.0
;teleport-assistance6_problem_60;8000.0;4003.0;7003.0;8002.0;8002.0
;teleport-assistance6_problem_61;6000.0;4003.0;4003.0;6002.0;4003.0
;teleport-assistance6_problem_62;10000.0;6003.0;6003.0;10002.0;6003.0
;teleport-assistance6_problem_63;8000.0;4003.0;4003.0;4003.0;4003.0
;teleport-assistance6_problem_64;7000.0;1003.0;5003.0;7002.0;7002.0
;teleport-assistance6_problem_65;17000.0;13003.0;13003.0;13003.0;13003.0
;teleport-assistance6_problem_66;6000.0;3003.0;3003.0;3003.0;3003.0
;teleport-assistance6_problem_67;10000.0;6003.0;6003.0;6003.0;6003.0
;teleport-assistance6_problem_68;6000.0;3003.0;5003.0;5003.0;5003.0
;teleport-assistance6_problem_69;11000.0;2003.0;4003.0;11002.0;11002.0
;teleport-assistance6_problem_6;8000.0;1003.0;6003.0;8002.0;8002.0
;teleport-assistance6_problem_70;8000.0;4003.0;4003.0;4003.0;4003.0
;teleport-assistance6_problem_71;7000.0;1003.0;2003.0;7002.0;2003.0
;teleport-assistance6_problem_72;10000.0;4003.0;6003.0;10002.0;6003.0
;teleport-assistance6_problem_73;6000.0;2003.0;2003.0;2003.0;2003.0
;teleport-assistance6_problem_74;11000.0;6003.0;6003.0;6003.0;6003.0
;teleport-assistance6_problem_75;5000.0;1003.0;4003.0;5002.0;5002.0
;teleport-assistance6_problem_76;5000.0;3003.0;4003.0;5002.0;4003.0
;teleport-assistance6_problem_77;10000.0;5003.0;5003.0;5003.0;5003.0
;teleport-assistance6_problem_78;6000.0;3003.0;4003.0;6002.0;6002.0
;teleport-assistance6_problem_79;8000.0;5003.0;5003.0;8002.0;8002.0
;teleport-assistance6_problem_7;8000.0;2003.0;4003.0;4003.0;4003.0
;teleport-assistance6_problem_80;8000.0;7003.0;7003.0;7003.0;7003.0
;teleport-assistance6_problem_81;15000.0;14003.0;14003.0;14003.0;14003.0
;teleport-assistance6_problem_82;6000.0;4003.0;5003.0;6002.0;5003.0
;teleport-assistance6_problem_83;10000.0;4003.0;9003.0;10002.0;10002.0
;teleport-assistance6_problem_84;5000.0;3003.0;3003.0;3003.0;3003.0
;teleport-assistance6_problem_85;6000.0;1003.0;4003.0;6002.0;6002.0
;teleport-assistance6_problem_86;7000.0;5003.0;5003.0;5003.0;5003.0
;teleport-assistance6_problem_87;4000.0;2003.0;3003.0;4001.0;3003.0
;teleport-assistance6_problem_88;11000.0;5003.0;7003.0;11002.0;11002.0
;teleport-assistance6_problem_89;13000.0;3003.0;6003.0;13002.0;13002.0
;teleport-assistance6_problem_8;10000.0;5003.0;5003.0;10002.0;5003.0
;teleport-assistance6_problem_90;8000.0;6003.0;6003.0;6003.0;6003.0
;teleport-assistance6_problem_91;10000.0;8003.0;8003.0;8003.0;8003.0
;teleport-assistance6_problem_92;7000.0;4003.0;6003.0;7002.0;6003.0
;teleport-assistance6_problem_93;8000.0;5003.0;7003.0;8002.0;8002.0
;teleport-assistance6_problem_94;15000.0;10003.0;11003.0;15002.0;15002.0
;teleport-assistance6_problem_95;12000.0;4003.0;5003.0;12002.0;12002.0
;teleport-assistance6_problem_96;7000.0;6003.0;6003.0;7001.0;6003.0
;teleport-assistance6_problem_97;12000.0;8003.0;8003.0;8003.0;8003.0
;teleport-assistance6_problem_98;7000.0;1003.0;3003.0;7002.0;7002.0
;teleport-assistance6_problem_99;4000.0;3003.0;3003.0;3003.0;3003.0
;teleport-assistance6_problem_9;9000.0;6003.0;6003.0;6003.0;6003.0
