domain;problem;cost_without_assistance;minimum_cost_can_be_obtained;LTRA;BOTAV2;BOTAV2-psi
;teleport-assistance6_problem_138;0;3.0;3.0;1.0;2.0
;teleport-assistance6_problem_139;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_13;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_140;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_141;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_142;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_143;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_144;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_145;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_146;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_147;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_148;0;3.0;3.0;1.0;3.0
;teleport-assistance6_problem_149;0;3.0;3.0;1.0;3.0
;teleport-assistance6_problem_14;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_150;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_151;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_152;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_153;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_154;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_155;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_156;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_157;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_158;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_159;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_15;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_160;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_161;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_162;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_163;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_164;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_165;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_166;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_167;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_168;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_169;0;3.0;3.0;1.0;3.0
;teleport-assistance6_problem_16;0;3.0;3.0;1.0;3.0
;teleport-assistance6_problem_170;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_171;0;3.0;3.0;1.0;3.0
;teleport-assistance6_problem_172;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_173;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_174;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_175;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_176;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_177;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_178;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_179;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_17;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_180;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_181;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_182;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_183;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_184;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_185;0;3.0;3.0;1.0;2.0
;teleport-assistance6_problem_186;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_187;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_188;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_189;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_18;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_190;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_191;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_192;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_193;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_194;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_195;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_196;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_197;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_198;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_199;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_19;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_1;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_20;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_21;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_22;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_23;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_24;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_25;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_26;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_27;0;3.0;3.0;1.0;1.0
;teleport-assistance6_problem_28;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_29;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_2;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_30;0;3.0;3.0;1.0;3.0
;teleport-assistance6_problem_31;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_32;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_33;0;3.0;3.0;1.0;3.0
;teleport-assistance6_problem_34;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_35;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_36;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_37;0;3.0;3.0;1.0;1.0
;teleport-assistance6_problem_38;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_39;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_3;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_40;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_41;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_42;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_43;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_44;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_45;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_46;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_47;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_48;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_49;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_4;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_50;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_51;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_52;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_53;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_54;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_55;0;3.0;3.0;1.0;3.0
;teleport-assistance6_problem_56;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_57;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_58;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_59;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_5;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_60;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_61;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_62;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_63;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_64;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_65;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_66;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_67;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_68;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_69;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_6;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_70;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_71;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_72;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_73;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_74;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_75;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_76;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_77;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_78;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_79;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_7;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_80;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_81;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_82;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_83;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_84;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_85;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_86;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_87;0;3.0;3.0;1.0;3.0
;teleport-assistance6_problem_88;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_89;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_8;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_90;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_91;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_92;0;3.0;3.0;2.0;3.0
;teleport-assistance6_problem_93;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_94;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_95;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_96;0;3.0;3.0;1.0;3.0
;teleport-assistance6_problem_97;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_98;0;3.0;3.0;2.0;2.0
;teleport-assistance6_problem_99;0;3.0;3.0;3.0;3.0
;teleport-assistance6_problem_9;0;3.0;3.0;3.0;3.0
