domain;problem;cost_without_assistance;minimum_cost_can_be_obtained;LTRA;BOTAV2;BOTAV2-psi
;teleport-assistance7_problem_175;4000.0;1000.0;None;None;None
;teleport-assistance7_problem_176;4000.0;1000.0;None;None;None
;teleport-assistance7_problem_177;13000.0;5000.0;None;None;None
;teleport-assistance7_problem_178;7000.0;1000.0;None;None;None
;teleport-assistance7_problem_179;15000.0;3000.0;None;None;None
;teleport-assistance7_problem_17;18000.0;7000.0;None;None;None
;teleport-assistance7_problem_180;12000.0;4000.0;None;None;None
;teleport-assistance7_problem_181;9000.0;5000.0;None;None;None
;teleport-assistance7_problem_182;2000.0;0.0;2000.0;0;2000.0
;teleport-assistance7_problem_183;6000.0;1000.0;None;None;None
;teleport-assistance7_problem_184;12000.0;6000.0;None;None;None
;teleport-assistance7_problem_185;7000.0;0.0;None;0;0
;teleport-assistance7_problem_186;4000.0;2000.0;None;None;None
;teleport-assistance7_problem_187;5000.0;0.0;5000.0;0;0
;teleport-assistance7_problem_188;13000.0;6000.0;None;None;None
;teleport-assistance7_problem_189;9000.0;4000.0;None;None;None
;teleport-assistance7_problem_18;4000.0;1000.0;None;None;None
;teleport-assistance7_problem_190;5000.0;1000.0;None;None;None
;teleport-assistance7_problem_191;10000.0;5000.0;None;None;None
;teleport-assistance7_problem_192;11000.0;3000.0;None;None;None
;teleport-assistance7_problem_193;3000.0;1000.0;None;None;None
;teleport-assistance7_problem_194;9000.0;1000.0;None;None;None
;teleport-assistance7_problem_195;4000.0;1000.0;None;None;None
;teleport-assistance7_problem_196;5000.0;2000.0;None;None;None
;teleport-assistance7_problem_197;5000.0;3000.0;None;None;None
;teleport-assistance7_problem_198;9000.0;1000.0;None;None;None
;teleport-assistance7_problem_199;5000.0;3000.0;None;None;None
;teleport-assistance7_problem_19;4000.0;2000.0;None;None;None
;teleport-assistance7_problem_1;5000.0;1000.0;None;None;None
;teleport-assistance7_problem_20;8000.0;0.0;8000.0;0;0
;teleport-assistance7_problem_21;5000.0;0.0;None;0;None
;teleport-assistance7_problem_22;4000.0;1000.0;None;None;None
;teleport-assistance7_problem_23;5000.0;2000.0;None;None;None
;teleport-assistance7_problem_24;7000.0;5000.0;None;None;None
;teleport-assistance7_problem_25;7000.0;5000.0;None;None;None
;teleport-assistance7_problem_26;9000.0;1000.0;None;None;None
;teleport-assistance7_problem_27;7000.0;4000.0;None;None;None
;teleport-assistance7_problem_28;6000.0;1000.0;None;None;None
;teleport-assistance7_problem_29;2000.0;0.0;2000.0;0;2000.0
;teleport-assistance7_problem_2;5000.0;2000.0;None;None;None
;teleport-assistance7_problem_30;13000.0;10000.0;None;None;None
;teleport-assistance7_problem_31;7000.0;0.0;None;0;0
;teleport-assistance7_problem_32;3000.0;1000.0;None;None;None
;teleport-assistance7_problem_33;3000.0;0.0;None;0;None
;teleport-assistance7_problem_34;3000.0;0.0;3000.0;0;0
;teleport-assistance7_problem_35;8000.0;2000.0;None;None;None
;teleport-assistance7_problem_36;6000.0;4000.0;None;None;None
;teleport-assistance7_problem_37;11000.0;5000.0;None;5000.0;None
;teleport-assistance7_problem_38;7000.0;3000.0;None;None;None
;teleport-assistance7_problem_39;5000.0;2000.0;None;None;None
;teleport-assistance7_problem_3;14000.0;2000.0;None;None;None
;teleport-assistance7_problem_40;7000.0;1000.0;None;None;None
;teleport-assistance7_problem_41;4000.0;0.0;None;0;0
;teleport-assistance7_problem_42;2000.0;0.0;2000.0;0;None
;teleport-assistance7_problem_43;6000.0;0.0;6000.0;0;0
;teleport-assistance7_problem_44;3000.0;1000.0;None;None;None
;teleport-assistance7_problem_45;7000.0;0.0;None;0;0
;teleport-assistance7_problem_46;7000.0;1000.0;None;None;None
;teleport-assistance7_problem_47;9000.0;2000.0;None;None;None
;teleport-assistance7_problem_48;10000.0;7000.0;None;None;None
;teleport-assistance7_problem_49;3000.0;0.0;None;0;0
;teleport-assistance7_problem_4;5000.0;1000.0;None;None;None
;teleport-assistance7_problem_50;14000.0;0.0;14000.0;0;0
;teleport-assistance7_problem_51;6000.0;3000.0;None;None;None
;teleport-assistance7_problem_52;8000.0;5000.0;None;None;None
;teleport-assistance7_problem_53;5000.0;1000.0;None;None;None
;teleport-assistance7_problem_54;5000.0;1000.0;None;None;None
;teleport-assistance7_problem_55;5000.0;3000.0;None;None;None
;teleport-assistance7_problem_56;6000.0;2000.0;None;None;None
;teleport-assistance7_problem_57;6000.0;1000.0;None;None;None
;teleport-assistance7_problem_58;13000.0;4000.0;None;None;None
;teleport-assistance7_problem_59;4000.0;0.0;4000.0;0;0
;teleport-assistance7_problem_5;3000.0;0.0;None;0;None
;teleport-assistance7_problem_60;3000.0;1000.0;None;None;None
;teleport-assistance7_problem_61;8000.0;4000.0;None;None;None
;teleport-assistance7_problem_62;8000.0;1000.0;None;None;None
;teleport-assistance7_problem_63;6000.0;3000.0;None;None;None
;teleport-assistance7_problem_64;8000.0;1000.0;None;None;None
;teleport-assistance7_problem_65;11000.0;8000.0;None;None;None
;teleport-assistance7_problem_66;5000.0;1000.0;None;None;None
;teleport-assistance7_problem_67;5000.0;1000.0;None;None;None
;teleport-assistance7_problem_68;5000.0;1000.0;None;None;None
;teleport-assistance7_problem_69;6000.0;3000.0;None;None;None
;teleport-assistance7_problem_6;4000.0;2000.0;None;None;None
;teleport-assistance7_problem_70;2000.0;0.0;2000.0;0;2000.0
;teleport-assistance7_problem_71;5000.0;2000.0;None;None;None
;teleport-assistance7_problem_72;9000.0;1000.0;None;None;None
;teleport-assistance7_problem_73;4000.0;0.0;None;0;None
;teleport-assistance7_problem_74;7000.0;3000.0;None;None;None
;teleport-assistance7_problem_75;8000.0;2000.0;None;None;None
;teleport-assistance7_problem_76;6000.0;0.0;None;0;0
;teleport-assistance7_problem_77;5000.0;0.0;5000.0;0;0
;teleport-assistance7_problem_78;13000.0;3000.0;None;None;None
;teleport-assistance7_problem_79;14000.0;1000.0;None;None;None
;teleport-assistance7_problem_7;6000.0;4000.0;None;None;None
;teleport-assistance7_problem_80;6000.0;4000.0;None;None;None
;teleport-assistance7_problem_81;5000.0;1000.0;None;None;None
;teleport-assistance7_problem_82;10000.0;6000.0;None;None;None
;teleport-assistance7_problem_83;10000.0;4000.0;None;None;None
;teleport-assistance7_problem_84;5000.0;1000.0;None;None;None
;teleport-assistance7_problem_85;10000.0;1000.0;None;None;None
;teleport-assistance7_problem_86;8000.0;3000.0;None;None;None
;teleport-assistance7_problem_87;4000.0;1000.0;None;None;None
;teleport-assistance7_problem_88;3000.0;1000.0;None;None;None
;teleport-assistance7_problem_89;3000.0;1000.0;None;None;None
;teleport-assistance7_problem_8;3000.0;1000.0;None;None;None
;teleport-assistance7_problem_90;9000.0;0.0;None;0;0
;teleport-assistance7_problem_91;4000.0;1000.0;None;None;None
;teleport-assistance7_problem_92;8000.0;6000.0;None;None;None
;teleport-assistance7_problem_93;12000.0;5000.0;None;None;None
;teleport-assistance7_problem_94;4000.0;0.0;None;0;0
;teleport-assistance7_problem_95;8000.0;4000.0;None;None;None
;teleport-assistance7_problem_96;6000.0;1000.0;None;None;None
;teleport-assistance7_problem_97;5000.0;0.0;None;0;0
;teleport-assistance7_problem_98;7000.0;5000.0;None;None;None
;teleport-assistance7_problem_99;9000.0;2000.0;None;None;None
;teleport-assistance7_problem_9;5000.0;2000.0;None;None;None
