domain;problem;cost_without_assistance;minimum_cost_can_be_obtained;LTRA;BOTAV2;BOTAV2-psi
;teleport-assistance7_problem_194;0;2.0;None;None;None
;teleport-assistance7_problem_195;0;2.0;None;None;None
;teleport-assistance7_problem_196;0;2.0;None;None;None
;teleport-assistance7_problem_197;0;2.0;None;None;None
;teleport-assistance7_problem_198;0;2.0;None;None;None
;teleport-assistance7_problem_199;0;2.0;None;None;None
;teleport-assistance7_problem_19;0;2.0;None;None;None
;teleport-assistance7_problem_1;0;2.0;None;None;None
;teleport-assistance7_problem_20;0;2.0;0;2.0;2.0
;teleport-assistance7_problem_21;0;2.0;None;2.0;None
;teleport-assistance7_problem_22;0;2.0;None;None;None
;teleport-assistance7_problem_23;0;2.0;None;None;None
;teleport-assistance7_problem_24;0;2.0;None;None;None
;teleport-assistance7_problem_25;0;2.0;None;None;None
;teleport-assistance7_problem_26;0;2.0;None;None;None
;teleport-assistance7_problem_27;0;2.0;None;None;None
;teleport-assistance7_problem_28;0;2.0;None;None;None
;teleport-assistance7_problem_29;0;2.0;0;2.0;0
;teleport-assistance7_problem_2;0;2.0;None;None;None
;teleport-assistance7_problem_30;0;2.0;None;None;None
;teleport-assistance7_problem_31;0;2.0;None;2.0;2.0
;teleport-assistance7_problem_32;0;2.0;None;None;None
;teleport-assistance7_problem_33;0;2.0;None;2.0;None
;teleport-assistance7_problem_34;0;2.0;0;2.0;2.0
;teleport-assistance7_problem_35;0;2.0;None;None;None
;teleport-assistance7_problem_36;0;2.0;None;None;None
;teleport-assistance7_problem_37;0;2.0;None;2.0;None
;teleport-assistance7_problem_38;0;2.0;None;None;None
;teleport-assistance7_problem_39;0;2.0;None;None;None
;teleport-assistance7_problem_3;0;2.0;None;None;None
;teleport-assistance7_problem_40;0;2.0;None;None;None
;teleport-assistance7_problem_41;0;2.0;None;2.0;2.0
;teleport-assistance7_problem_42;0;2.0;0;2.0;None
;teleport-assistance7_problem_43;0;2.0;0;2.0;2.0
;teleport-assistance7_problem_44;0;2.0;None;None;None
;teleport-assistance7_problem_45;0;2.0;None;2.0;2.0
;teleport-assistance7_problem_46;0;2.0;None;None;None
;teleport-assistance7_problem_47;0;2.0;None;None;None
;teleport-assistance7_problem_48;0;2.0;None;None;None
;teleport-assistance7_problem_49;0;2.0;None;2.0;2.0
;teleport-assistance7_problem_4;0;2.0;None;None;None
;teleport-assistance7_problem_50;0;2.0;0;2.0;2.0
;teleport-assistance7_problem_51;0;2.0;None;None;None
;teleport-assistance7_problem_52;0;2.0;None;None;None
;teleport-assistance7_problem_53;0;2.0;None;None;None
;teleport-assistance7_problem_54;0;2.0;None;None;None
;teleport-assistance7_problem_55;0;2.0;None;None;None
;teleport-assistance7_problem_56;0;2.0;None;None;None
;teleport-assistance7_problem_57;0;2.0;None;None;None
;teleport-assistance7_problem_58;0;2.0;None;None;None
;teleport-assistance7_problem_59;0;2.0;0;2.0;2.0
;teleport-assistance7_problem_5;0;2.0;None;2.0;None
;teleport-assistance7_problem_60;0;2.0;None;None;None
;teleport-assistance7_problem_61;0;2.0;None;None;None
;teleport-assistance7_problem_62;0;2.0;None;None;None
;teleport-assistance7_problem_63;0;2.0;None;None;None
;teleport-assistance7_problem_64;0;2.0;None;None;None
;teleport-assistance7_problem_65;0;2.0;None;None;None
;teleport-assistance7_problem_66;0;2.0;None;None;None
;teleport-assistance7_problem_67;0;2.0;None;None;None
;teleport-assistance7_problem_68;0;2.0;None;None;None
;teleport-assistance7_problem_69;0;2.0;None;None;None
;teleport-assistance7_problem_6;0;2.0;None;None;None
;teleport-assistance7_problem_70;0;2.0;0;2.0;0
;teleport-assistance7_problem_71;0;2.0;None;None;None
;teleport-assistance7_problem_72;0;2.0;None;None;None
;teleport-assistance7_problem_73;0;2.0;None;2.0;None
;teleport-assistance7_problem_74;0;2.0;None;None;None
;teleport-assistance7_problem_75;0;2.0;None;None;None
;teleport-assistance7_problem_76;0;2.0;None;2.0;2.0
;teleport-assistance7_problem_77;0;2.0;0;2.0;2.0
;teleport-assistance7_problem_78;0;2.0;None;None;None
;teleport-assistance7_problem_79;0;2.0;None;None;None
;teleport-assistance7_problem_7;0;2.0;None;None;None
;teleport-assistance7_problem_80;0;2.0;None;None;None
;teleport-assistance7_problem_81;0;2.0;None;None;None
;teleport-assistance7_problem_82;0;2.0;None;None;None
;teleport-assistance7_problem_83;0;2.0;None;None;None
;teleport-assistance7_problem_84;0;2.0;None;None;None
;teleport-assistance7_problem_85;0;2.0;None;None;None
;teleport-assistance7_problem_86;0;2.0;None;None;None
;teleport-assistance7_problem_87;0;2.0;None;None;None
;teleport-assistance7_problem_88;0;2.0;None;None;None
;teleport-assistance7_problem_89;0;2.0;None;None;None
;teleport-assistance7_problem_8;0;2.0;None;None;None
;teleport-assistance7_problem_90;0;2.0;None;2.0;2.0
;teleport-assistance7_problem_91;0;2.0;None;None;None
;teleport-assistance7_problem_92;0;2.0;None;None;None
;teleport-assistance7_problem_93;0;2.0;None;None;None
;teleport-assistance7_problem_94;0;2.0;None;2.0;2.0
;teleport-assistance7_problem_95;0;2.0;None;None;None
;teleport-assistance7_problem_96;0;2.0;None;None;None
;teleport-assistance7_problem_97;0;2.0;None;2.0;2.0
;teleport-assistance7_problem_98;0;2.0;None;None;None
;teleport-assistance7_problem_99;0;2.0;None;None;None
;teleport-assistance7_problem_9;0;2.0;None;None;None
